Graffiti,51.488447,-0.150750
Graffiti,51.490317,-0.138078
Graffiti,51.490317,-0.138078
Graffiti,51.490317,-0.138078
Graffiti,51.490317,-0.138078
Graffiti,51.490317,-0.138078
Graffiti,51.490317,-0.138078
Graffiti,51.490374,-0.146250
Graffiti,51.490374,-0.146250
Graffiti,51.490374,-0.146250
Graffiti,51.490374,-0.146250
Graffiti,51.490374,-0.146250
Dog poop,51.490188,-0.142464
Dog poop,51.490188,-0.142464
Dog poop,51.490317,-0.138078
Dog poop,51.490317,-0.138078
Dog poop,51.490317,-0.138078
Dog poop,51.490317,-0.138078
Dog poop,51.490374,-0.146250
Dog poop,51.490374,-0.146250
Dog poop,51.490374,-0.146250
Dog poop,51.490374,-0.146250
Dog poop,51.490668,-0.152225
Dog poop,51.490735,-0.139517
Dog poop,51.490735,-0.139517
Dog poop,51.490735,-0.139517
Dog poop,51.490735,-0.139517
Dog poop,51.490735,-0.139517
Dog poop,51.490735,-0.139517
Dog poop,51.490735,-0.139517
Dog poop,51.490735,-0.139517
Dog poop,51.490735,-0.139517
Dog poop,51.490735,-0.139517
Dog poop,51.490735,-0.139517
Dog poop,51.490735,-0.139517
Dog poop,51.490735,-0.139517
Dog poop,51.490735,-0.139517
Dog poop,51.490929,-0.150630
Dog poop,51.490947,-0.134208
Dog poop,51.490947,-0.134208
Dog poop,51.490947,-0.134208
Dog poop,51.490947,-0.134208
Dog poop,51.490947,-0.134208
Dog poop,51.490947,-0.134208
Dog poop,51.490997,-0.150411
Dog poop,51.491356,-0.139002
Dog poop,51.491544,-0.154279
Dog poop,51.491544,-0.154279
Dog poop,51.491544,-0.154279
Dog poop,51.491958,-0.138402
Dog poop,51.491958,-0.138402
Dog poop,51.491958,-0.138402
Dog poop,51.491958,-0.138402
Dog poop,51.491958,-0.138402
Dog poop,51.491958,-0.138402
Dog poop,51.491958,-0.138402
HumanFouling,51.503049,-0.152200
HumanFouling,51.503049,-0.152200
HumanFouling,51.503109,-0.149762
HumanFouling,51.503109,-0.149762
HumanFouling,51.505612,-0.136894
HumanFouling,51.505646,-0.126696
HumanFouling,51.505646,-0.126696
HumanFouling,51.505646,-0.126696
HumanFouling,51.505943,-0.148836
HumanFouling,51.506086,-0.114741
HumanFouling,51.506086,-0.114741
HumanFouling,51.506317,-0.152306
HumanFouling,51.506317,-0.152306
HumanFouling,51.506317,-0.152306
HumanFouling,51.506317,-0.152306
HumanFouling,51.506317,-0.152306
HumanFouling,51.506317,-0.152306
HumanFouling,51.506317,-0.152306
HumanFouling,51.506317,-0.152306
HumanFouling,51.506449,-0.127868
HumanFouling,51.506449,-0.127868
HumanFouling,51.506560,-0.122416
HumanFouling,51.506560,-0.122416
HumanFouling,51.506560,-0.122416
HumanFouling,51.506560,-0.122416
HumanFouling,51.506560,-0.122416
HumanFouling,51.506560,-0.122416
HumanFouling,51.506560,-0.122416
HumanFouling,51.506560,-0.122416
HumanFouling,51.506560,-0.122416
HumanFouling,51.506560,-0.122416
HumanFouling,51.506560,-0.122416
HumanFouling,51.506560,-0.122416
HumanFouling,51.506560,-0.122416
HumanFouling,51.506560,-0.122416
HumanFouling,51.506560,-0.122416
HumanFouling,51.506560,-0.122416
HumanFouling,51.506560,-0.122416
HumanFouling,51.506663,-0.127310
HumanFouling,51.506663,-0.127310
HumanFouling,51.506663,-0.127310
HumanFouling,51.506721,-0.123192
HumanFouling,51.506721,-0.123192
HumanFouling,51.506721,-0.123192
HumanFouling,51.506721,-0.123192
HumanFouling,51.506721,-0.123192
HumanFouling,51.506721,-0.123192
HumanFouling,51.506721,-0.123192
HumanFouling,51.507054,-0.134227
HumanFouling,51.507054,-0.134227
HumanFouling,51.507338,-0.137780
HumanFouling,51.507352,-0.128009
HumanFouling,51.507352,-0.128009
HumanFouling,51.507446,-0.137489
HumanFouling,51.507446,-0.137489
HumanFouling,51.507446,-0.137489
HumanFouling,51.507646,-0.142633
HumanFouling,51.507661,-0.135686
Vomit,51.502673,-0.138671
Vomit,51.503109,-0.149762
Vomit,51.503109,-0.149762
Vomit,51.503109,-0.149762
Vomit,51.503109,-0.149762
Vomit,51.503109,-0.149762
Vomit,51.503109,-0.149762
Vomit,51.503109,-0.149762
Vomit,51.503109,-0.149762
Vomit,51.503109,-0.149762
Vomit,51.503109,-0.149762
Vomit,51.503109,-0.149762
Vomit,51.503109,-0.149762
Vomit,51.503109,-0.149762
Vomit,51.503109,-0.149762
Vomit,51.503109,-0.149762
Vomit,51.503109,-0.149762
Vomit,51.503109,-0.149762
Vomit,51.503913,-0.139744
Vomit,51.505612,-0.136894
Vomit,51.505612,-0.136894
Vomit,51.506086,-0.114741
Vomit,51.506191,-0.135376
Vomit,51.506317,-0.152306
Vomit,51.506317,-0.152306
Vomit,51.506317,-0.152306
Vomit,51.506560,-0.122416
Vomit,51.506560,-0.122416
Vomit,51.506663,-0.127310
Vomit,51.506721,-0.123192
Vomit,51.507352,-0.128009
Vomit,51.507352,-0.128009
Vomit,51.507352,-0.128009
Vomit,51.507665,-0.131145
Vomit,51.507781,-0.142791
Vomit,51.507781,-0.142791
Vomit,51.507892,-0.138314
Vomit,51.507892,-0.138314
Vomit,51.507892,-0.138314
Vomit,51.507892,-0.138314
Vomit,51.507892,-0.138314
Vomit,51.507892,-0.138314
Vomit,51.507892,-0.138314
Vomit,51.507892,-0.138314
Vomit,51.507892,-0.138314
Vomit,51.507892,-0.138314
Vomit,51.507892,-0.138314
Vomit,51.507892,-0.138314
Vomit,51.508161,-0.129786
Vomit,51.508161,-0.129786
Vomit,51.508161,-0.129786
Vomit,51.508161,-0.129786
Vomit,51.508161,-0.129786
Vomit,51.508161,-0.129786
Vomit,51.508161,-0.129786
Vomit,51.508161,-0.129786
Vomit,51.508161,-0.129786
Vomit,51.508161,-0.129786
Vomit,51.508161,-0.129786
Vomit,51.508241,-0.143329
Vomit,51.508241,-0.143329
Vomit,51.508241,-0.143329
Vomit,51.508337,-0.127218
Vomit,51.508337,-0.127218
Vomit,51.508398,-0.124344
Vomit,51.508403,-0.142170
Vomit,51.508403,-0.142170
Vomit,51.508403,-0.142170
Vomit,51.508472,-0.131724
Vomit,51.508578,-0.127175
Vomit,51.508579,-0.136240
Vomit,51.508579,-0.136240
Vomit,51.508593,-0.133760
Vomit,51.508593,-0.133760
Vomit,51.508593,-0.133760
Vomit,51.508887,-0.135276
Vomit,51.508896,-0.135290
Vomit,51.508913,-0.140852
Vomit,51.508929,-0.144166
Vomit,51.508929,-0.144166
Vomit,51.508941,-0.123442
Vomit,51.509142,-0.125898
Vomit,51.509142,-0.125898
Vomit,51.509142,-0.125898
Vomit,51.509142,-0.125898
Vomit,51.509142,-0.125898
Vomit,51.509142,-0.125898
Vomit,51.509142,-0.125898
Vomit,51.509142,-0.125898
Vomit,51.509142,-0.125898
Vomit,51.509142,-0.125898
Vomit,51.509142,-0.125898
Vomit,51.509142,-0.125898
Vomit,51.509142,-0.125898
Vomit,51.509142,-0.125898
Vomit,51.509155,-0.131215
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509252,-0.133373
Vomit,51.509477,-0.126907
Vomit,51.509477,-0.126907
Vomit,51.509477,-0.126907
Vomit,51.509477,-0.126907
Vomit,51.509477,-0.126907
Vomit,51.509477,-0.126907
Vomit,51.509495,-0.129948
Vomit,51.509495,-0.129948
Vomit,51.509495,-0.129948
Vomit,51.509495,-0.129948
Vomit,51.509495,-0.129948
Vomit,51.509495,-0.129948
Vomit,51.509495,-0.129948
Vomit,51.509495,-0.129948
Vomit,51.509495,-0.129948
Vomit,51.509495,-0.129948
Vomit,51.509495,-0.129948
Vomit,51.509495,-0.129948
Vomit,51.509495,-0.129948
Vomit,51.509495,-0.129948
Vomit,51.509495,-0.129948
Vomit,51.509504,-0.130796
Vomit,51.509604,-0.127630
Vomit,51.509684,-0.132837
Vomit,51.509684,-0.132837
Vomit,51.509684,-0.132837
Vomit,51.509684,-0.132837
Vomit,51.509684,-0.132837
Urine,51.522731,-0.145161
Urine,51.522772,-0.171251
Urine,51.522911,-0.173249
Urine,51.523240,-0.150413
Urine,51.523240,-0.150413
Urine,51.523240,-0.150413
Urine,51.524018,-0.162955
Urine,51.527513,-0.171830
Urine,51.527513,-0.171830
Urine,51.533455,-0.171255
Urine,51.533455,-0.171255
Urine,51.533455,-0.171255
Urine,51.533455,-0.171255
Urine,51.533455,-0.171255
